Name,Specialties,Gender,Language,City,Zipcode,Overall_Ratings,Total_Reviews,Wait_Time_Score,Manner_Score,Video_Visit,Doc_Urls
"Dr. Guy Guerriero, DC",Chiropractor,Male,"English
French","New York, NY",10012,4.82,38 reviews,4.91,4.86,False,https://www.zocdoc.com/doctor/guy-guerriero-dc-205510
"Dr. Mohaned Ahmed, DDS",Dentist,Male,English,"Brooklyn, NY",11207,4.78,23 reviews,4.23,4.77,False,https://www.zocdoc.com/dentist/mohaned-ahmed-dds-280364
"Dr. Payman Rabiei, DPM",Podiatrist,Male,"English
Spanish
Hebrew
Farsi
Yiddish","Jamaica, NY",11436,4.59,144 reviews,3.98,4.64,False,https://www.zocdoc.com/doctor/payman-rabiei-dpm-12666
"Jessica Brewer, CDN","Dietitian, Nutritionist",Female,English,"New York, NY",10010,4.84,186 reviews,4.89,4.89,True,https://www.zocdoc.com/doctor/jessica-brewer-cdn-152240
"Dr. Tessa Gomez, MD",Infectious Disease Specialist,Female,English,"New York, NY",None,5.00,None,4.33,4.67,True,https://www.zocdoc.com/doctor/tessa-gomez-md-197466
"Dr. Tina Park, MD",Gastroenterologist,Female,"English
Korean","New York, NY",None,4.09,11 reviews,3.67,4.56,False,https://www.zocdoc.com/doctor/tina-park-md-182533
"Dr. Sandeep Garcha, DPM",Podiatrist,Female,English,"Bronx, NY",10460,4.77,175 reviews,4.40,4.81,False,https://www.zocdoc.com/doctor/sandeep-garcha-dpm-87661
"Naomi Leib, PsyD",Psychologist,Female,"English
Hebrew","New York, NY",10024,5.00,11 reviews,5.00,5.00,True,https://www.zocdoc.com/doctor/naomi-leib-psyd-217699
"Dr. Roberto Zambon, MD","Internist, Primary Care Doctor",Male,English,"New York, NY",10031,4.61,378 reviews,4.66,4.63,False,https://www.zocdoc.com/doctor/roberto-zambon-md-13338
"Dr. Razvan Andrei (Andrew) Pavelescu, DPM","Podiatrist, Wound Care Specialist",Male,"English
French
Romanian","New York, NY",10122,4.91,196 reviews,4.74,4.96,False,https://www.zocdoc.com/doctor/razvan-andrei-andrew-pavelescu-dpm-178657
"Deborah Ginsburg, LCSW",Psychotherapist,Female,English,"New York, NY",10023,5.00,9 reviews,5.00,5.00,False,https://www.zocdoc.com/professional/deborah-ginsburg-lcsw-234313
"Dr. Constance Mennella, DO",Psychiatrist,Female,English,"New York, NY",10017,5.00,13 reviews,4.83,4.92,False,https://www.zocdoc.com/doctor/constance-mennella-do-238062
"Dr. Anthony Weiss, MD",Gastroenterologist,Male,English,"New York, NY",10024,4.84,136 reviews,4.15,4.88,False,https://www.zocdoc.com/doctor/anthony-weiss-md-6431
"Dr. Alana Bunnag, MD","Child and Adolescent Psychiatrist, Psychiatrist",Female,"English
Thai","New York, NY",10001,5.00,8 reviews,5.00,5.00,False,https://www.zocdoc.com/professional/alana-bunnag-md-288478
"Peter Lobl, PhD, JD",Psychologist,Male,"English
French","New York, NY",10017,4.91,11 reviews,5.00,4.91,True,https://www.zocdoc.com/doctor/peter-lobl-phd-jd-95134
"Dr. Victoria Chiaro, DO",OB-GYN,Female,English,"Bronx, NY",10466,5.00,14 reviews,4.71,5.00,False,https://www.zocdoc.com/doctor/victoria-chiaro-do-292164
"Jonathan Belford, PsyD",Psychologist,Male,English,"New York, NY",10001,None,None,None,None,True,https://www.zocdoc.com/doctor/jonathan-belford-psyd-298583
"Dr. Zvi Osterweil, MD","Ear, Nose & Throat Doctor",Male,"English
Spanish
Hebrew","New York, NY",10028,4.86,229 reviews,4.33,4.86,False,https://www.zocdoc.com/doctor/zvi-osterweil-md-58910
"Dr. Isaac Kreizman, MD",Pain Management Specialist,Male,"English
Spanish
Hebrew
Russian","Brooklyn, NY",11220,4.43,162 reviews,3.58,4.40,False,https://www.zocdoc.com/doctor/isaac-kreizman-md-35250
"Dr. YooKyung Park, DDS","Dentist, Cosmetic Dentist",Female,"English
Korean","New York, NY",10016,4.85,425 reviews,4.77,4.85,False,https://www.zocdoc.com/dentist/yookyung-park-dds-112319
"Dr. Nancy Ahn, DMD","Dentist, Cosmetic Dentist",Female,"English
Korean","New York, NY",10012,4.72,61 reviews,4.22,4.80,False,https://www.zocdoc.com/dentist/nancy-ahn-dmd-239419
"Dr. Anjali Vekaria, MD",Dermatologist,Female,English,"Brooklyn, NY",11217,4.34,64 reviews,4.29,4.38,False,https://www.zocdoc.com/doctor/anjali-vekaria-md-290153
"Dr. Satish Nagula, MD",Gastroenterologist,Male,English,"New York, NY",None,5.00,12 reviews,4.36,5.00,True,https://www.zocdoc.com/doctor/satish-nagula-md-182178
"Lisa Sumption, LAc",Acupuncturist,Female,English,"New York, NY",10010,5.00,216 reviews,4.98,5.00,False,https://www.zocdoc.com/doctor/lisa-sumption-lac-79745
"Dr. Cynthia Quainoo, MD",Gastroenterologist,Female,English,"Brooklyn, NY",11223,4.93,28 reviews,4.42,4.96,False,https://www.zocdoc.com/doctor/cynthia-quainoo-md-294143
"Joanne Gerr, LCSW",Psychotherapist,Female,English,"New York, NY",10017,4.36,11 reviews,4.82,4.64,False,https://www.zocdoc.com/professional/joanne-gerr-lcsw-170142
"Dalit Gross, PsyD",Psychologist,Female,English,"New York, NY",10011,5.00,5 reviews,5.00,5.00,True,https://www.zocdoc.com/doctor/dalit-gross-psyd-34056
"Brittney Ravettine, DPT, PT",Physical Therapist,Female,English,"New York, NY",10003,4.97,78 reviews,4.73,4.95,True,https://www.zocdoc.com/professional/brittney-ravettine-dpt-pt-165403
"Dr. Temitope Awosogba, MD",Gynecologist,Female,English,"New York, NY",10001,4.88,122 reviews,4.60,4.89,False,https://www.zocdoc.com/doctor/temitope-awosogba-md-288674
"Dr. David Steiner, MD",Neurologist,Male,"English
Hebrew","Woodmere, NY",11598,4.48,23 reviews,3.57,4.35,False,https://www.zocdoc.com/doctor/david-steiner-md-68852
"Dr. Krysztof Misiukiewicz, MD",Oncologist,Male,English,"New York, NY",10029,None,None,None,None,False,https://www.zocdoc.com/doctor/krysztof-misiukiewicz-md-248483
"Curtis Campaigne, PsyD",Psychologist,Male,English,"New York, NY",10024,4.49,61 reviews,4.93,4.54,True,https://www.zocdoc.com/doctor/curtis-campaigne-psyd-106697
"Crystal Angerville, LMHC",Psychotherapist,Female,English,"Brooklyn, NY",11201,4.95,22 reviews,4.89,5.00,True,https://www.zocdoc.com/professional/crystal-angerville-lmhc-293695
"Dr. Konstantin Zakashansky, MD",Gynecologic Oncologist,Male,English,"New York, NY",10029,5.00,None,4.00,4.50,False,https://www.zocdoc.com/doctor/konstantin-zakashansky-md-217573
"Dr. Jeffrey Saland, MD","Pediatric Nephrologist, Pediatrician",Male,"English
Spanish","New York, NY",10029,None,None,None,None,False,https://www.zocdoc.com/doctor/jeffrey-saland-md-195749
"Dr. Ameneh Aminian, DPM",Podiatrist,Female,English,"Maspeth, NY",11378,4.65,112 reviews,4.59,4.75,False,https://www.zocdoc.com/doctor/ameneh-aminian-dpm-16110
"Rachel Levine, NP, AGPCNP",Nurse Practitioner,Female,English,"Howard Beach, NY",11414,5.00,8 reviews,4.57,4.86,False,https://www.zocdoc.com/doctor/rachel-levine-np-agpcnp-287232
"Dr. Lev Kandov, DDS","Dentist, Cosmetic Dentist",Male,"English
Russian","Bayside, NY",11361,4.97,213 reviews,4.92,4.96,False,https://www.zocdoc.com/dentist/lev-kandov-dds-160172
"Dr. Mabel Gong, MD",OB-GYN,Female,"English
Chinese (Cantonese)","New York, NY",None,4.50,12 reviews,4.17,4.33,True,https://www.zocdoc.com/doctor/mabel-gong-md-283806
"David Levkovich, PT",Physical Therapist,Male,"English
French","New York, NY",10024,5.00,5 reviews,5.00,5.00,False,https://www.zocdoc.com/professional/david-levkovich-pt-287645
"Dr. Harpriya Sidhu, DDS",Dentist,Female,"English
Hindi
Punjabi","New York, NY",10019,None,None,None,None,False,https://www.zocdoc.com/dentist/harpriya-sidhu-dds-292315
"Denisse Delgadillo, DPT",Physical Therapist,Female,"English
Spanish","New York, NY",10004,5.00,25 reviews,4.92,4.96,False,https://www.zocdoc.com/professional/denisse-delgadillo-dpt-252168
"Dr. Alka Gupta, MD","Internist, Integrative Health Medicine Specialist",Female,"English
Spanish","New York, NY",10021,4.61,33 reviews,4.76,4.73,False,https://www.zocdoc.com/doctor/alka-gupta-md-165845
"Dr. Liwen Zhu, DO",Family Physician,Female,"English
Chinese (Mandarin)
Chinese (Cantonese)","Elmhurst, NY",11373,4.58,246 reviews,4.04,4.60,False,https://www.zocdoc.com/doctor/liwen-zhu-do-175833
"Dr. Stephanie Ortiz Page, DO","Family Physician, Primary Care Doctor",Female,English,"New York, NY",10034,None,None,None,None,False,https://www.zocdoc.com/doctor/stephanie-ortiz-page-do-297068
"Dr. Alan Kaufman, MD",Allergist,Male,English,"Bronx, NY",10465,4.19,79 reviews,3.65,4.14,False,https://www.zocdoc.com/doctor/alan-kaufman-md-213872
"Dr. Ambika Deb, MD","Internist, Primary Care Doctor",Female,English,"Forest Hills, NY",11375,4.72,18 reviews,4.44,4.81,False,https://www.zocdoc.com/doctor/ambika-deb-md-284944
"Dr. Hyunjin Oh, OD",Optometrist,Female,"English
Korean","New York, NY",10001,5.00,13 reviews,4.91,5.00,False,https://www.zocdoc.com/doctor/hyunjin-oh-od-290591
"Dr. Dmitry Malayev, DDS","Dentist, Cosmetic Dentist",Male,"English
Russian","New York, NY",10173,4.88,24 reviews,4.92,4.92,False,https://www.zocdoc.com/dentist/dmitry-malayev-dds-182687
"Dr. Rita Ellent, OD",Optometrist,Female,"English
Spanish
Russian
Georgian","Forest Hills, NY",11375,4.92,189 reviews,4.26,4.96,False,https://www.zocdoc.com/doctor/rita-ellent-od-88596
"Dr. Jalal Fatehi, DDS","Oral Surgeon, Dentist",Male,English,"New York, NY",10038,5.00,1 review,5.00,5.00,False,https://www.zocdoc.com/dentist/jalal-fatehi-dds-287253
"Dr. Lisa Preston, DO","Internist, Emergency Medicine Physician",Female,English,"New York, NY",10001,5.00,2 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/lisa-preston-do-47000
"Dr. Joseph Bax, DO",Physiatrist,Male,English,"New York, NY",10019,5.00,15 reviews,4.73,5.00,False,https://www.zocdoc.com/doctor/joseph-bax-do-252780
"Lisa Sandler, PAC",Physician Assistant,Female,English,"Deer Park, NY",11729,4.96,23 reviews,4.52,4.91,True,https://www.zocdoc.com/doctor/lisa-sandler-pac-111456
"Dr. John Nasrallah, MD",Neurologist,Male,English,"New York, NY",10025,None,None,None,None,False,https://www.zocdoc.com/doctor/john-nasrallah-md-196002
"Nidhi Mahajan, DPT",Physical Therapist,Female,"English
Hindi
Punjabi","Astoria, NY",11102,5.00,24 reviews,4.61,4.83,False,https://www.zocdoc.com/professional/nidhi-mahajan-dpt-290997
"Dr. Rachel Webman, MD",Surgeon,Female,"English
Spanish","Long Island City, NY",11102,4.89,81 reviews,4.10,4.90,False,https://www.zocdoc.com/doctor/rachel-webman-md-274750
"Katherine Malfucci, OTR",Occupational Therapist,Female,English,"Brooklyn, NY",11226,None,None,None,None,False,https://www.zocdoc.com/professional/katherine-malfucci-otr-291094
"Tamar Kipnis, LCAT, LP, MS",Psychotherapist,Female,"English
Hebrew","New York, NY",10003,5.00,4 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/tamar-kipnis-lcat-lp-ms-298270
"Dr. Trenton Collier, MD",Primary Care Doctor,Male,English,"New York, NY",10038,4.82,409 reviews,4.75,4.81,False,https://www.zocdoc.com/doctor/trenton-collier-md-167311
"Dr. Percio Gulko, MD",Rheumatologist,Male,English,"New York, NY",None,None,None,None,None,True,https://www.zocdoc.com/doctor/percio-gulko-md-182394
"Jenna Knoll, LMHC",Psychotherapist,Female,English,"New York, NY",None,5.00,5 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/jenna-knoll-lmhc-293274
"Rumyana (Rumi) Teneva, LCSW",Psychotherapist,Female,"English
Bulgarian","New York, NY",10105,4.90,58 reviews,4.86,4.95,False,https://www.zocdoc.com/professional/rumyana-rumi-teneva-lcsw-282728
"Dr. Julia Karinsky, MD",Pediatrician,Female,"English
Hebrew
Russian","Mt Vernon, NY",10550,5.00,14 reviews,4.27,4.91,False,https://www.zocdoc.com/doctor/julia-karinsky-md-276423
"Dr. Alexander Kirzhner, DDS","Dentist, Cosmetic Dentist",Male,"English
Spanish
Hebrew
view all","Brooklyn, NY",11229,4.16,73 reviews,3.93,4.13,False,https://www.zocdoc.com/dentist/alexander-kirzhner-dds-1660
"Patricia Palacio, LMHC",Psychotherapist,Female,"English
Spanish","Forest Hills, NY",11375,None,None,None,None,False,https://www.zocdoc.com/professional/patricia-palacio-lmhc-287552
"Dr. Larissa Davids, DDS",Orthodontist,Female,"English
Spanish
Russian","Queens, NY",11374,4.82,28 reviews,4.36,4.89,False,https://www.zocdoc.com/dentist/larissa-davids-dds-151875
"Dr. Bradford Parsons, MD",Orthopedic Surgeon,Male,"English
Spanish","New York, NY",10029,4.88,113 reviews,4.03,4.96,False,https://www.zocdoc.com/doctor/bradford-parsons-md-29915
"Dr. Marco Harmaty, MD",Plastic Surgeon,Male,English,"New York, NY",10029,5.00,1 review,5.00,5.00,False,https://www.zocdoc.com/doctor/marco-harmaty-md-244143
"Dr. An Nguyen, DDS","Dentist, Cosmetic Dentist",Male,"English
Vietnamese","Forest Hills, NY",11375,4.81,37 reviews,4.54,4.86,False,https://www.zocdoc.com/dentist/an-nguyen-dds-128496
"Dr. Marian Vanderlinden, DDS",Orthodontist,Female,English,"Bronx, NY",10475,5.00,11 reviews,4.91,5.00,False,https://www.zocdoc.com/dentist/marian-vanderlinden-dds-295566
"Dr. Boris Yuabov, DPM",Podiatrist,Male,"English
Spanish
Hebrew
Farsi
Russian","Rego Park, NY",11374,4.82,94 reviews,4.71,4.85,True,https://www.zocdoc.com/doctor/boris-yuabov-dpm-74480
"Dr. Norman Goldstein, MD",Dermatologist,Male,"English
German","New York, NY",10029,4.76,966 reviews,4.47,4.83,False,https://www.zocdoc.com/doctor/norman-goldstein-md-17231
"Luba Starostiak, PT, OCS",Physical Therapist,Female,English,"New York, NY",10023,None,None,None,None,False,https://www.zocdoc.com/professional/luba-starostiak-pt-ocs-296473
"Dr. Benjamin Whigham, MD",Ophthalmologist,Male,English,"New York, NY",10016,4.82,78 reviews,4.54,4.90,False,https://www.zocdoc.com/doctor/benjamin-whigham-md-292785
"Rona Okin, LCSW-R",Psychotherapist,Female,English,"New York, NY",10075,5.00,5 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/rona-okin-lcsw-r-53160
"Dr. Ashley Cruz, DC",Chiropractor,Female,"English
Spanish","New York, NY",10010,4.94,204 reviews,4.80,4.97,False,https://www.zocdoc.com/doctor/ashley-cruz-dc-207710
"Dr. Gail Tanksley, DMD",Orthodontist,Female,English,"White Plains, NY",10605,5.00,None,4.60,4.60,False,https://www.zocdoc.com/dentist/gail-tanksley-dmd-293499
"Dr. Ada Ene, MD","Internist, Primary Care Doctor",Female,English,"Bronx, NY",10468,5.00,16 reviews,4.06,4.94,False,https://www.zocdoc.com/doctor/ada-ene-md-186616
"Dr. Shital Sharma, DPM",Podiatrist,Female,English,"Hoboken, NJ",07030,4.86,306 reviews,4.55,4.94,False,https://www.zocdoc.com/doctor/shital-sharma-dpm-288241
"Ashley Wu, FNP","Family Nurse Practitioner, Nurse Practitioner",Female,"English
Chinese (Mandarin)","Brooklyn, NY",11217,4.65,26 reviews,4.60,4.64,False,https://www.zocdoc.com/doctor/ashley-wu-fnp-284661
"Majida Ritter, LCSW",Psychotherapist,Female,English,"Brooklyn, NY",11242,None,None,None,None,False,https://www.zocdoc.com/professional/majida-ritter-lcsw-288403
"Dr. Daphne Mercer, MD",OB-GYN,Female,English,"Howard Beach, NY",11414,4.97,30 reviews,4.12,4.85,False,https://www.zocdoc.com/doctor/daphne-mercer-md-291743
"Dr. Paul Chrzanowski, MD",Primary Care Doctor,Male,English,"New York, NY",10024,4.88,198 reviews,4.80,4.91,False,https://www.zocdoc.com/doctor/paul-chrzanowski-md-2827
"Asaad A. Khan, MBBS",Cardiologist,Male,"English
Hindi
Urdu
Punjabi","New York, NY",10029,None,None,None,None,False,https://www.zocdoc.com/doctor/asaad-a-khan-mbbs-247051
"Dr. Richard Bochner, MD",Orthopedic Surgeon,Male,English,"Great Neck, NY",11021,4.44,52 reviews,3.85,4.48,False,https://www.zocdoc.com/doctor/richard-bochner-md-260779
"Dr. Orin Pearce, MD",OB-GYN,Male,English,"Ridgewood, NY",11385,None,None,None,None,False,https://www.zocdoc.com/doctor/orin-pearce-md-292796
"Dr. Paula Busse, MD","Allergist, Immunologist",Female,"English
Spanish","New York, NY",None,4.89,18 reviews,4.61,4.89,True,https://www.zocdoc.com/doctor/paula-busse-md-169341
"Dr. Nancy Kim, DDS","Periodontist, Dentist",Female,"English
Spanish
Russian","New York, NY",10169,4.94,109 reviews,4.88,4.94,False,https://www.zocdoc.com/dentist/nancy-kim-dds-10426
"Dr. Ashley Marcus, MD","Physiatrist, Pain Management Specialist, Occupational Medicine Specialist",Female,"English
Spanish
Russian","Brooklyn, NY",11223,4.73,78 reviews,4.58,4.86,True,https://www.zocdoc.com/doctor/ashley-marcus-md-234710
"Dr. Mayer Sinensky, DDS",Periodontist,Male,English,"Brooklyn, NY",11210,None,None,None,None,False,https://www.zocdoc.com/dentist/mayer-sinensky-dds-295653
"Dr. David Beyda, MD",Gastroenterologist,Male,"English
Spanish","Flushing, NY",11355,4.94,133 reviews,4.73,5.00,False,https://www.zocdoc.com/doctor/david-beyda-md-119876
"David B. Alexander, LP",Psychotherapist,Male,English,"New York, NY",10010,5.00,None,None,None,True,https://www.zocdoc.com/professional/david-b-alexander-lp-295744
"Yuhan Kim, CM",Midwife,Female,"English
Chinese (Mandarin)","New York, NY",None,4.93,15 reviews,4.38,5.00,True,https://www.zocdoc.com/doctor/yuhan-kim-cm-283778
"Dr. Sophie Bartsich, MD","Plastic Surgeon, Aesthetic Surgeon",Female,"English
French
Spanish","New York, NY",10022,4.69,16 reviews,4.46,5.00,False,https://www.zocdoc.com/doctor/sophie-bartsich-md-277831
"Dr. Sara Scrivano, DC, LAc","Chiropractor, Acupuncturist",Female,English,"New York, NY",10038,None,None,None,None,False,https://www.zocdoc.com/doctor/sara-scrivano-dc-lac-292336
"Dr. Paria Goodarzi, DDS","Dentist, Cosmetic Dentist",Female,"English
Farsi","New York, NY",10022,4.98,428 reviews,4.98,4.99,False,https://www.zocdoc.com/dentist/paria-goodarzi-dds-138433
"Dr. Muhammad Zakaria, MD","Internist, Primary Care Doctor",Male,English,"Far Rockaway, NY",11691,4.74,19 reviews,4.11,4.74,False,https://www.zocdoc.com/doctor/muhammad-zakaria-md-150956
"Karen Moreno, MS, RD, RDN",Dietitian,Female,"English
Hebrew","New York, NY",10022,5.00,7 reviews,4.60,5.00,False,https://www.zocdoc.com/doctor/karen-moreno-ms-rd-rdn-35126
"Russell (Tony) Martin, LCSW",Psychotherapist,Male,English,"New York, NY",10004,5.00,10 reviews,4.90,5.00,True,https://www.zocdoc.com/professional/russell-tony-martin-lcsw-282810
"Dr. Stephanie Llop Santiago, MD",Ophthalmologist,Female,"English
Spanish","New York, NY",10029,4.87,15 reviews,4.36,4.93,False,https://www.zocdoc.com/doctor/stephanie-llop-santiago-md-242253
"Dr. Bernice Wong, DMD",Dentist,Female,English,"New York, NY",10075,4.99,92 reviews,4.98,5.00,False,https://www.zocdoc.com/dentist/bernice-wong-dmd-278508
"Marina Yakubova, PA",Physician Assistant,Female,None,"Forest Hills, NY",11375,5.00,None,4.00,5.00,False,https://www.zocdoc.com/doctor/marina-yakubova-pa-237637
"Jennifer Rawlings, LCSW",Psychotherapist,Female,English,"New York, NY",10128,5.00,None,5.00,5.00,True,https://www.zocdoc.com/professional/jennifer-rawlings-lcsw-291997
"Charles Schaeffer, PhD",Psychologist,Male,English,"New York, NY",10011,5.00,9 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/charles-schaeffer-phd-248704
"Dr. Steve Liao, MD",Cardiologist,Male,English,"New York, NY",10029,5.00,7 reviews,4.60,5.00,False,https://www.zocdoc.com/doctor/steve-liao-md-195875
"Dr. Ramez Sulaiman, MD",Family Physician,Male,"English
Spanish
Arabic","Brooklyn, NY",11209,None,None,None,None,False,https://www.zocdoc.com/doctor/ramez-sulaiman-md-196276
"Dr. Fred Friedman, DDS",Orthodontist,Male,English,"Bronx, NY",10465,None,None,None,None,False,https://www.zocdoc.com/dentist/fred-friedman-dds-296523
"Caitlin Ferrer, LMHC",Psychotherapist,Female,English,"New York, NY",10018,None,None,None,None,True,https://www.zocdoc.com/professional/caitlin-ferrer-lmhc-297626
"Dr. Gayle S. Goren, MD",Psychiatrist,Female,"English
Spanish","New York, NY",10019,5.00,12 reviews,4.92,5.00,True,https://www.zocdoc.com/doctor/gayle-s-goren-md-207874
"Dr. Steve Menna, DPM",Podiatrist,Male,English,"Brooklyn, NY",11201,4.62,266 reviews,4.55,4.69,False,https://www.zocdoc.com/doctor/steve-menna-dpm-1663
"Dr. Viktorya Belenkova, OD",Optometrist,Female,English,"New York, NY",10176,4.92,483 reviews,4.56,4.95,False,https://www.zocdoc.com/doctor/viktorya-belenkova-od-25571
"Dr. Henry Chaung, OD",Optometrist,Male,"English
Burmese
Chinese (Mandarin)
Chinese (Cantonese)","New York, NY",10013,4.85,784 reviews,4.88,4.88,False,https://www.zocdoc.com/doctor/henry-chaung-od-52821
"Dr. Jonathan Smith, MD",Pediatrician,Male,English,"Bronx, NY",10467,5.00,22 reviews,4.64,4.91,False,https://www.zocdoc.com/doctor/jonathan-smith-md-201326
